Id,Name,Description,Category,Density,ECI_A1A3
2353,"215 mm thickness wall, single skin AAC concrete block, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. ",Concrete,707.6,38.70692718
2354,"Clay, Brick",Density needs to consider voids in the finished bricks. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].,Clay,1486.975872,0.213
2355,"Clay brick, one brick, 215 x 65 x 102.5mm",Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].,Clay,1486.975872,0.45369
2356,"wall, clay brick, single skin, 102.5 mm with Mortar 1:3 cement:sand mix (Using CEM I cement)","1900 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1893.81258,39.08484214
2357,"wall, clay brick, single skin, 102.5 mm with Mortar 1:4 cement:sand mix (Using CEM I cement)","1900 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1893.81258,36.90391874
2358,"wall, clay brick, single skin, 102.5 mm with Mortar 1:5 cement:sand mix (Using CEM I cement)","1900 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1893.81258,35.42510348
2359,"wall, clay brick, single skin, 102.5 mm with Mortar 1:6 cement:sand mix (Using CEM I cement)","1900 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1893.81258,34.35635831
2360,"wall, clay brick, single skin, 102.5 mm with Mortar (1:½:4½ Cement:Lime:Sand mix) (Using CEM I cement)","1900 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1893.81258,37.43655991
2361,"wall, clay brick, single skin, 102.5 mm with Mortar (1:1:6 Cement:Lime:Sand mix) (Using CEM I cement)","1900 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1893.81258,36.51385043
2362,"wall, clay brick, single skin, 102.5 mm with Mortar (1:2:9 Cement:Lime:Sand mix) (Using CEM I cement)","1900 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1893.81258,35.51451455
2363,"wall, clay brick, double skin, 215 mm with Mortar 1:3 cement:sand mix (Using CEM I cement)","1500 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1970.232558,84.49685341
2364,"wall, clay brick, double skin, 215 mm with Mortar 1:4 cement:sand mix (Using CEM I cement)","1500 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1970.232558,78.97184748
2365,"wall, clay brick, double skin, 215 mm with Mortar 1:5 cement:sand mix (Using CEM I cement)","1500 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1970.232558,75.22551549
2366,"wall, clay brick, double skin, 215 mm with Mortar 1:6 cement:sand mix (Using CEM I cement)","1500 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1970.232558,72.51802773
2367,"wall, clay brick, double skin, 215 mm with Mortar (1:½:4½ Cement:Lime:Sand mix) (Using CEM I cement)","1500 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1970.232558,80.32120511
2368,"wall, clay brick, double skin, 215 mm with Mortar (1:1:6 Cement:Lime:Sand mix) (Using CEM I cement)","1500 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1970.232558,77.98367442
2369,"wall, clay brick, double skin, 215 mm with Mortar (1:2:9 Cement:Lime:Sand mix) (Using CEM I cement)","1500 bricks per m3 of mortar. Mortar uses CEM I, e.g. no cement replacements in the mix. You must consider if this strength of mortar is suitable for your application. Average UK brick weighs 2.13 kg per brick [Source: The Brick Development Association].",Clay,1970.232558,75.45202353
2370,"Single pane, per mm glass, 1 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,3.59241766
2371,"Single pane, 3 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,10.77725298
2372,"Single pane, 4 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,14.36967064
2373,"Single pane, 5 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,17.9620883
2374,"Single pane, 6 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,21.55450596
2375,"Single pane, 7 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,25.14692362
2376,"Single pane, 8 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,28.73934128
2377,"Single pane, 10 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,35.9241766
2378,"Single pane, 12 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,43.10901192
2379,"Double glazed unit, per mm glass, 1 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,4.064000035
2380,"Double glazed unit, 8 mm of glass, ex cavity and ex frame","A example of a typical double glazed unit, e.g. 4 mm, spacer, 4mm - giving 8mm glass total. Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,32.51200028
2381,"Double glazed unit, 10 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,40.64000035
2382,"Double glazed unit, 12 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,48.76800042
2383,"Double glazed unit, 14 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,56.89600049
2384,"Double glazed unit, 16 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,65.02400056
2385,"Double glazed unit, 20 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,81.28000069
2386,"Triple glazed unit, per mm glass, 1 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,4.367477422
2387,"Triple glazed unit, 12 mm of glass, ex cavity and ex frame","A example of a typical triple glazed unit, e.g. 4 mm, spacer, 4mm, spacer, 4mm - giving 12mm glass total. Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,52.40972906
2388,"Triple glazed unit, 15 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,65.51216132
2389,"Triple glazed unit, 18 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,78.61459359
2390,"Triple glazed unit, 20 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,87.34954843
2391,"Triple glazed unit, 24 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,104.8194581
2392,"Multi layer safety, filled core, fire resistant, toughened, per mm glass, 1 mm of glass, ex frame","Monolithic glass, core filled with fire resistant material, e.g. gel.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,5.204478091
2393,"Multi layer safety, filled core, fire resistant, toughened, 10 mm of glass, ex frame","Monolithic glass, core filled with fire resistant material, e.g. gel.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,52.04478091
2394,"Multi layer safety, filled core, fire resistant, toughened, 12 mm of glass, ex frame","Monolithic glass, core filled with fire resistant material, e.g. gel.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,62.45373709
2395,"Multi layer safety, filled core, fire resistant, toughened, 14 mm of glass, ex frame","Monolithic glass, core filled with fire resistant material, e.g. gel.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,72.86269327
2396,"Multi layer safety, filled core, fire resistant, toughened, 16 mm of glass, ex frame","Monolithic glass, core filled with fire resistant material, e.g. gel.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,83.27164945
