Id,Designation,Size,CategoryType,SubCategory,Material,Comment,G,h,b,tw,tf,r,d,cw/tw,cf/tf,C,N,n,m2/m1,m2/T,Iy,Iz,iy,iz,Wely,Welz,Wply,Wplz,U,X,Iw,IT,A,e0,r1,r2,cy,cz,Iu,Iv,iu,iv,φa min,φa max,Tan α,φa,d/t,Wt,c/t
,160x160x16 SHS,,R,UK,Steel,-,70.2,160,160,16,16,,,,,,,,0.599,8.51,3030,3030,5.82,5.82,379,379,476,476,,,,4990,89.4,,,,,,,,,,,,,,,546,7
,180x180x5 SHS,,R,UK,Steel,-,27.3,180,180,5,5,,,,,,,,0.707,25.9,1770,1770,7.13,7.13,196,196,227,227,,,,2720,34.7,,,,,,,,,,,,,,,290,33
,180x180x6.3 SHS,,R,UK,Steel,-,34,180,180,6.3,6.3,,,,,,,,0.704,20.7,2170,2170,7.07,7.07,241,241,281,281,,,,3360,43.3,,,,,,,,,,,,,,,355,25.6
,180x180x7.1 SHS,,R,UK,Steel,-,38.1,180,180,7.1,7.1,,,,,,,,0.702,18.4,2400,2400,7.04,7.04,267,267,314,314,,,,3740,48.6,,,,,,,,,,,,,,,393,22.4
,180x180x8 SHS,,R,UK,Steel,-,42.7,180,180,8,8,,,,,,,,0.699,16.4,2660,2660,7,7,296,296,349,349,,,,4160,54.4,,,,,,,,,,,,,,,434,19.5
,180x180x8.8 SHS,,R,UK,Steel,-,46.7,180,180,8.8,8.8,,,,,,,,0.697,14.9,2880,2880,6.96,6.96,320,320,379,379,,,,4520,59.4,,,,,,,,,,,,,,,469,17.5
,180x180x10 SHS,,R,UK,Steel,-,52.5,180,180,10,10,,,,,,,,0.694,13.2,3190,3190,6.91,6.91,355,355,424,424,,,,5050,66.9,,,,,,,,,,,,,,,518,15
,180x180x12.5 SHS,,R,UK,Steel,-,64.4,180,180,12.5,12.5,,,,,,,,0.688,10.7,3790,3790,6.8,6.8,421,421,511,511,,,,6070,82.1,,,,,,,,,,,,,,,613,11.4
,180x180x14.2 SHS,,R,UK,Steel,-,72.2,180,180,14.2,14.2,,,,,,,,0.683,9.43,4150,4150,6.72,6.72,462,462,566,566,,,,6710,92,,,,,,,,,,,,,,,670,9.68
,180x180x16 SHS,,R,UK,Steel,-,80.2,180,180,16,16,,,,,,,,0.679,8.49,4500,4500,6.64,6.64,500,500,621,621,,,,7340,102,,,,,,,,,,,,,,,724,8.25
,200x200x5 SHS,,R,UK,Steel,-,30.4,200,200,5,5,,,,,,,,0.787,25.9,2450,2450,7.95,7.95,245,245,283,283,,,,3760,38.7,,,,,,,,,,,,,,,362,37
,200x200x6.3 SHS,,R,UK,Steel,-,38,200,200,6.3,6.3,,,,,,,,0.784,20.6,3010,3010,7.89,7.89,301,301,350,350,,,,4650,48.4,,,,,,,,,,,,,,,444,28.7
,200x200x7.1 SHS,,R,UK,Steel,-,42.6,200,200,7.1,7.1,,,,,,,,0.782,18.4,3350,3350,7.85,7.85,335,335,391,391,,,,5190,54.2,,,,,,,,,,,,,,,493,25.2
,200x200x8 SHS,,R,UK,Steel,-,47.7,200,200,8,8,,,,,,,,0.779,16.4,3710,3710,7.81,7.81,371,371,436,436,,,,5780,60.8,,,,,,,,,,,,,,,545,22
,200x200x8.8 SHS,,R,UK,Steel,-,52.2,200,200,8.8,8.8,,,,,,,,0.777,14.9,4020,4020,7.78,7.78,402,402,474,474,,,,6290,66.5,,,,,,,,,,,,,,,590,19.7
,200x200x10 SHS,,R,UK,Steel,-,58.8,200,200,10,10,,,,,,,,0.774,13.2,4470,4470,7.72,7.72,447,447,531,531,,,,7030,74.9,,,,,,,,,,,,,,,655,17
,200x200x12.5 SHS,,R,UK,Steel,-,72.3,200,200,12.5,12.5,,,,,,,,0.768,10.6,5340,5340,7.61,7.61,534,534,643,643,,,,8490,92.1,,,,,,,,,,,,,,,778,13
,200x200x14.2 SHS,,R,UK,Steel,-,81.1,200,200,14.2,14.2,,,,,,,,0.763,9.38,5870,5870,7.54,7.54,587,587,714,714,,,,9420,103,,,,,,,,,,,,,,,854,11.1
,200x200x16 SHS,,R,UK,Steel,-,90.3,200,200,16,16,,,,,,,,0.759,8.42,6390,6390,7.46,7.46,639,639,785,785,,,,10300,115,,,,,,,,,,,,,,,927,9.5
,220x220x8 SHS,,R,UK,Steel,-,52.7,220,220,8,8,,,,,,,,0.859,19,5000,5000,8.63,8.63,455,455,532,532,,,,7770,67.2,,,,,,,,,,,,,,,669,24.5
,220x220x10 SHS,,R,UK,Steel,-,65.1,220,220,10,10,,,,,,,,0.854,15.4,6050,6050,8.54,8.54,550,550,650,650,,,,9470,82.9,,,,,,,,,,,,,,,807,19
,220x220x12.5 SHS,,R,UK,Steel,-,80.1,220,220,12.5,12.5,,,,,,,,0.848,10.6,7250,7250,8.43,8.43,659,659,789,789,,,,11500,102,,,,,,,,,,,,,,,963,14.6
,250x250x5 SHS,,R,UK,Steel,-,38.3,250,250,5,5,,,,,,,,0.987,25.8,4860,4860,9.99,9.99,389,389,447,447,,,,7430,48.7,,,,,,,,,,,,,,,577,47
,250x250x6.3 SHS,,R,UK,Steel,-,47.9,250,250,6.3,6.3,,,,,,,,0.984,20.6,6010,6010,9.93,9.93,481,481,556,556,,,,9240,61,,,,,,,,,,,,,,,712,36.7
,250x250x7.1 SHS,,R,UK,Steel,-,53.7,250,250,7.1,7.1,,,,,,,,0.982,18.3,6700,6700,9.9,9.9,536,536,622,622,,,,10300,68.4,,,,,,,,,,,,,,,792,32.2
,250x250x8 SHS,,R,UK,Steel,-,60.3,250,250,8,8,,,,,,,,0.979,16.3,7460,7460,9.86,9.86,596,596,694,694,,,,11500,76.8,,,,,,,,,,,,,,,880,28.3
,250x250x8.8 SHS,,R,UK,Steel,-,66,250,250,8.8,8.8,,,,,,,,0.977,14.9,8110,8110,9.82,9.82,649,649,758,758,,,,12600,84.1,,,,,,,,,,,,,,,955,25.4
,250x250x10 SHS,,R,UK,Steel,-,74.5,250,250,10,10,,,,,,,,0.974,13.1,9060,9060,9.77,9.77,724,724,851,851,,,,14100,94.9,,,,,,,,,,,,,,,1070,22
,250x250x12.5 SHS,,R,UK,Steel,-,91.9,250,250,12.5,12.5,,,,,,,,0.968,10.6,10900,10900,9.66,9.66,873,873,1040,1040,,,,17200,117,,,,,,,,,,,,,,,1280,17
,250x250x14.2 SHS,,R,UK,Steel,-,103,250,250,14.2,14.2,,,,,,,,0.963,9.31,12100,12100,9.58,9.58,967,967,1160,1160,,,,19100,132,,,,,,,,,,,,,,,1410,14.6
,250x250x16 SHS,,R,UK,Steel,-,115,250,250,16,16,,,,,,,,0.959,8.31,13300,13300,9.5,9.5,1060,1060,1280,1280,,,,21100,147,,,,,,,,,,,,,,,1550,12.6
,260x260x6.3 SHS,,R,UK,Steel,-,49.9,260,260,6.3,6.3,,,,,,,,1.02,20.5,6790,6790,10.3,10.3,522,522,603,603,,,,10400,63.5,,,,,,,,,,,,,,,773,38.3
,260x260x7.1 SHS,,R,UK,Steel,-,56,260,260,7.1,7.1,,,,,,,,1.02,18.3,7570,7570,10.3,10.3,582,582,674,674,,,,11600,71.3,,,,,,,,,,,,,,,861,33.6
,260x260x8 SHS,,R,UK,Steel,-,62.8,260,260,8,8,,,,,,,,1.02,16.2,8420,8420,10.3,10.3,648,648,753,753,,,,13000,80,,,,,,,,,,,,,,,956,29.5
,260x260x8.8 SHS,,R,UK,Steel,-,68.8,260,260,8.8,8.8,,,,,,,,1.02,14.8,9160,9160,10.2,10.2,705,705,822,822,,,,14200,87.6,,,,,,,,,,,,,,,1040,26.5
,260x260x10 SHS,,R,UK,Steel,-,77.7,260,260,10,10,,,,,,,,1.01,13,10200,10200,10.2,10.2,788,788,924,924,,,,15900,98.9,,,,,,,,,,,,,,,1160,23
,260x260x12.5 SHS,,R,UK,Steel,-,95.8,260,260,12.5,12.5,,,,,,,,1.01,10.5,12400,12400,10.1,10.1,951,951,1130,1130,,,,19400,122,,,,,,,,,,,,,,,1390,17.8
,260x260x14.2 SHS,,R,UK,Steel,-,108,260,260,14.2,14.2,,,,,,,,1,9.27,13700,13700,9.99,9.99,1060,1060,1260,1260,,,,21700,137,,,,,,,,,,,,,,,1540,15.3
,260x260x16 SHS,,R,UK,Steel,-,120,260,260,16,16,,,,,,,,0.999,8.29,15100,15100,9.91,9.91,1160,1160,1390,1390,,,,23900,153,,,,,,,,,,,,,,,1690,13.3
,300x300x6.3 SHS,,R,UK,Steel,-,57.8,300,300,6.3,6.3,,,,,,,,1.18,20.4,10500,10500,12,12,703,703,809,809,,,,16100,73.6,,,,,,,,,,,,,,,1040,44.6
,300x300x7.1 SHS,,R,UK,Steel,-,64.9,300,300,7.1,7.1,,,,,,,,1.18,18.2,11800,11800,11.9,11.9,785,785,906,906,,,,18100,82.6,,,,,,,,,,,,,,,1160,39.3
,300x300x8 SHS,,R,UK,Steel,-,72.8,300,300,8,8,,,,,,,,1.18,16.2,13100,13100,11.9,11.9,875,875,1010,1010,,,,20200,92.8,,,,,,,,,,,,,,,1290,34.5
,300x300x8.8 SHS,,R,UK,Steel,-,79.8,300,300,8.8,8.8,,,,,,,,1.18,14.8,14300,14300,11.9,11.9,954,954,1110,1110,,,,22100,102,,,,,,,,,,,,,,,1410,31.1
,300x300x10 SHS,,R,UK,Steel,-,90.2,300,300,10,10,,,,,,,,1.17,13,16000,16000,11.8,11.8,1070,1070,1250,1250,,,,24800,115,,,,,,,,,,,,,,,1580,27
,300x300x12.5 SHS,,R,UK,Steel,-,112,300,300,12.5,12.5,,,,,,,,1.17,10.5,19400,19400,11.7,11.7,1300,1300,1530,1530,,,,30300,142,,,,,,,,,,,,,,,1900,21
,300x300x14.2 SHS,,R,UK,Steel,-,126,300,300,14.2,14.2,,,,,,,,1.16,9.22,21600,21600,11.6,11.6,1440,1440,1710,1710,,,,33900,160,,,,,,,,,,,,,,,2110,18.1
,300x300x16 SHS,,R,UK,Steel,-,141,300,300,16,16,,,,,,,,1.16,8.26,23900,23900,11.5,11.5,1590,1590,1900,1900,,,,37600,179,,,,,,,,,,,,,,,2330,15.8
,350x350x8 SHS,,R,UK,Steel,-,85.4,350,350,8,8,,,,,,,,1.38,16.1,21100,21100,13.9,13.9,1210,1210,1390,1390,,,,32400,109,,,,,,,,,,,,,,,1790,40.8
,350x350x8.8 SHS,,R,UK,Steel,-,93.6,350,350,8.8,8.8,,,,,,,,1.38,14.8,23100,23100,13.9,13.9,1320,1320,1520,1520,,,,35400,119,,,,,,,,,,,,,,,1950,36.8
,350x350x10 SHS,,R,UK,Steel,-,106,350,350,10,10,,,,,,,,1.37,12.9,25900,25900,13.9,13.9,1480,1480,1720,1720,,,,39900,135,,,,,,,,,,,,,,,2190,32
,350x350x12.5 SHS,,R,UK,Steel,-,131,350,350,12.5,12.5,,,,,,,,1.37,10.4,31500,31500,13.7,13.7,1800,1800,2110,2110,,,,48900,167,,,,,,,,,,,,,,,2650,25
,350x350x14.2 SHS,,R,UK,Steel,-,148,350,350,14.2,14.2,,,,,,,,1.36,9.19,35200,35200,13.7,13.7,2010,2010,2360,2360,,,,54900,189,,,,,,,,,,,,,,,2960,21.6
,350x350x16 SHS,,R,UK,Steel,-,166,350,350,16,16,,,,,,,,1.36,8.21,38900,38900,13.6,13.6,2230,2230,2630,2630,,,,61000,211,,,,,,,,,,,,,,,3260,18.9
,400x400x8 SHS,,R,UK,Steel,-,97.9,400,400,8,8,,,,,,,,1.58,16.1,31900,31900,16,16,1590,1590,1830,1830,,,,48700,125,,,,,,,,,,,,,,,2360,47
,400x400x8.8 SHS,,R,UK,Steel,-,107,400,400,8.8,8.8,,,,,,,,1.58,14.7,34800,34800,15.9,15.9,1740,1740,2000,2000,,,,53300,137,,,,,,,,,,,,,,,2580,42.5
,400x400x10 SHS,,R,UK,Steel,-,122,400,400,10,10,,,,,,,,1.57,12.9,39100,39100,15.9,15.9,1960,1960,2260,2260,,,,60100,155,,,,,,,,,,,,,,,2900,37
,400x400x12.5 SHS,,R,UK,Steel,-,151,400,400,12.5,12.5,,,,,,,,1.57,10.4,47800,47800,15.8,15.8,2390,2390,2780,2780,,,,73900,192,,,,,,,,,,,,,,,3530,29
,400x400x14.2 SHS,,R,UK,Steel,-,170,400,400,14.2,14.2,,,,,,,,1.56,9.16,53500,53500,15.7,15.7,2680,2680,3130,3130,,,,83000,217,,,,,,,,,,,,,,,3940,25.2
,400x400x16 SHS,,R,UK,Steel,-,191,400,400,16,16,,,,,,,,1.56,8.17,59300,59300,15.6,15.6,2970,2970,3480,3480,,,,92400,243,,,,,,,,,,,,,,,4360,22
,400x400x20 SHS,,R,UK,Steel,-,235,400,400,20,20,,,,,,,,1.55,6.59,71500,71500,15.4,15.4,3580,3580,4250,4250,,,,112000,300,,,,,,,,,,,,,,,5240,17
,50x30x3 RHS,,R,UK,Steel,-,3.41,50,30,3,3,,,13.7,7,,,,0.152,44.5,13.6,5.94,1.77,1.17,5.43,3.96,6.88,4.76,,,,13.5,4.34,,,,,,,,,,,,,,,6.51,
,50x30x3.2 RHS,,R,UK,Steel,-,3.61,50,30,3.2,3.2,,,12.6,6.37,,,,0.152,42.1,14.2,6.2,1.76,1.16,5.68,4.13,7.25,5,,,,14.2,4.6,,,,,,,,,,,,,,,6.8,
,50x30x3.6 RHS,,R,UK,Steel,-,4.01,50,30,3.6,3.6,,,10.9,5.33,,,,0.151,37.8,15.4,6.67,1.74,1.14,6.16,4.45,7.94,5.46,,,,15.4,5.1,,,,,,,,,,,,,,,7.31,
,50x30x4 RHS,,R,UK,Steel,-,4.39,50,30,4,4,,,9.5,4.5,,,,0.15,34.2,16.5,7.08,1.72,1.13,6.6,4.72,8.59,5.88,,,,16.6,5.59,,,,,,,,,,,,,,,7.77,
,50x30x5 RHS,,R,UK,Steel,-,5.28,50,30,5,5,,,7,3,,,,0.147,27.8,18.7,7.89,1.67,1.08,7.49,5.26,10,6.8,,,,19,6.73,,,,,,,,,,,,,,,8.67,
,60x40x3 RHS,,R,UK,Steel,-,4.35,60,40,3,3,,,17,10.3,,,,0.192,44.2,26.5,13.9,2.18,1.58,8.82,6.95,10.9,8.19,,,,29.2,5.54,,,,,,,,,,,,,,,11.2,
,60x40x3.2 RHS,,R,UK,Steel,-,4.62,60,40,3.2,3.2,,,15.7,9.5,,,,0.192,41.7,27.8,14.6,2.18,1.57,9.27,7.29,11.5,8.64,,,,30.8,5.88,,,,,,,,,,,,,,,11.7,
,60x40x3.6 RHS,,R,UK,Steel,-,5.14,60,40,3.6,3.6,,,13.7,8.11,,,,0.191,37.2,30.4,15.9,2.16,1.56,10.1,7.93,12.7,9.5,,,,33.8,6.54,,,,,,,,,,,,,,,12.8,
,60x40x4 RHS,,R,UK,Steel,-,5.64,60,40,4,4,,,12,7,,,,0.19,33.6,32.8,17,2.14,1.54,10.9,8.52,13.8,10.3,,,,36.7,7.19,,,,,,,,,,,,,,,13.7,
,60x40x5 RHS,,R,UK,Steel,-,6.85,60,40,5,5,,,9,5,,,,0.187,27.3,38.1,19.5,2.09,1.5,12.7,9.77,16.4,12.2,,,,43,8.73,,,,,,,,,,,,,,,15.7,
,60x40x6.3 RHS,,R,UK,Steel,-,8.31,60,40,6.3,6.3,,,6.52,3.35,,,,0.184,22.1,43.4,21.9,2.02,1.44,14.5,11,19.2,14.2,,,,49.5,10.6,,,,,,,,,,,,,,,17.6,
,80x40x3 RHS,,R,UK,Steel,-,5.29,80,40,3,3,,,23.7,10.3,,,,0.232,43.8,54.2,18,2.84,1.63,13.6,9,17.1,10.4,,,,43.8,6.74,,,,,,,,,,,,,,,15.3,
,80x40x3.2 RHS,,R,UK,Steel,-,5.62,80,40,3.2,3.2,,,22,9.5,,,,0.232,41.3,57.2,18.9,2.83,1.63,14.3,9.46,18,11,,,,46.2,7.16,,,,,,,,,,,,,,,16.1,
,80x40x3.6 RHS,,R,UK,Steel,-,6.27,80,40,3.6,3.6,,,19.2,8.11,,,,0.231,37,62.8,20.6,2.81,1.61,15.7,10.3,20,12.1,,,,50.8,7.98,,,,,,,,,,,,,,,17.5,
,80x40x4 RHS,,R,UK,Steel,-,6.9,80,40,4,4,,,17,7,,,,0.23,33.4,68.2,22.2,2.79,1.59,17.1,11.1,21.8,13.2,,,,55.2,8.79,,,,,,,,,,,,,,,18.9,
,80x40x5 RHS,,R,UK,Steel,-,8.42,80,40,5,5,,,13,5,,,,0.227,27,80.3,25.7,2.74,1.55,20.1,12.9,26.1,15.7,,,,65.1,10.7,,,,,,,,,,,,,,,21.9,
,80x40x6.3 RHS,,R,UK,Steel,-,10.3,80,40,6.3,6.3,,,9.7,3.35,,,,0.224,21.8,93.3,29.2,2.67,1.49,23.3,14.6,31.1,18.4,,,,75.6,13.1,,,,,,,,,,,,,,,24.8,
,80x40x7.1 RHS,,R,UK,Steel,-,11.4,80,40,7.1,7.1,,,8.27,2.63,,,,0.222,19.5,99.8,30.7,2.63,1.46,25,15.4,33.8,19.8,,,,80.9,14.5,,,,,,,,,,,,,,,26.2,
,80x40x8 RHS,,R,UK,Steel,-,12.5,80,40,8,8,,,7,2,,,,0.219,17.5,106,32.1,2.58,1.42,26.5,16.1,36.5,21.2,,,,85.8,16,,,,,,,,,,,,,,,27.4,
,90x50x3 RHS,,R,UK,Steel,-,6.24,90,50,3,3,,,27,13.7,,,,0.272,43.5,84.4,33.5,3.26,2.05,18.8,13.4,23.2,15.3,,,,76.5,7.94,,,,,,,,,,,,,,,22.4,
,90x50x3.2 RHS,,R,UK,Steel,-,6.63,90,50,3.2,3.2,,,25.1,12.6,,,,0.272,41.1,89.1,35.3,3.25,2.04,19.8,14.1,24.6,16.2,,,,80.9,8.44,,,,,,,,,,,,,,,23.6,
,90x50x3.6 RHS,,R,UK,Steel,-,7.4,90,50,3.6,3.6,,,22,10.9,,,,0.271,36.6,98.3,38.7,3.23,2.03,21.8,15.5,27.2,18,,,,89.4,9.42,,,,,,,,,,,,,,,25.9,
,90x50x4 RHS,,R,UK,Steel,-,8.15,90,50,4,4,,,19.5,9.5,,,,0.27,33.2,107,41.9,3.21,2.01,23.8,16.8,29.8,19.6,,,,97.5,10.4,,,,,,,,,,,,,,,28,
,90x50x5 RHS,,R,UK,Steel,-,9.99,90,50,5,5,,,15,7,,,,0.267,26.7,127,49.2,3.16,1.97,28.3,19.7,36,23.5,,,,116,12.7,,,,,,,,,,,,,,,32.9,
,90x50x6.3 RHS,,R,UK,Steel,-,12.3,90,50,6.3,6.3,,,11.3,4.94,,,,0.264,21.5,150,57,3.1,1.91,33.3,22.8,43.2,28,,,,138,15.6,,,,,,,,,,,,,,,38.1,
,90x50x7.1 RHS,,R,UK,Steel,-,13.6,90,50,7.1,7.1,,,9.68,4.04,,,,0.262,19.3,162,60.9,3.06,1.88,36,24.4,47.2,30.5,,,,149,17.3,,,,,,,,,,,,,,,40.7,
,90x50x8 RHS,,R,UK,Steel,-,15,90,50,8,8,,,8.25,3.25,,,,0.259,17.2,174,64.6,3.01,1.84,38.6,25.8,51.4,32.9,,,,160,19.2,,,,,,,,,,,,,,,43.2,
,100x50x3 RHS,,R,UK,Steel,-,6.71,100,50,3,3,,,30.3,13.7,,,,0.292,43.5,110,36.8,3.58,2.08,21.9,14.7,27.3,16.8,,,,88.4,8.54,,,,,,,,,,,,,,,25,
,100x50x3.2 RHS,,R,UK,Steel,-,7.13,100,50,3.2,3.2,,,28.3,12.6,,,,0.292,40.9,116,38.8,3.57,2.07,23.2,15.5,28.9,17.7,,,,93.4,9.08,,,,,,,,,,,,,,,26.4,
,100x50x3.6 RHS,,R,UK,Steel,-,7.96,100,50,3.6,3.6,,,24.8,10.9,,,,0.291,36.7,128,42.6,3.55,2.05,25.6,17,32.1,19.6,,,,103,10.1,,,,,,,,,,,,,,,29,
,100x50x4 RHS,,R,UK,Steel,-,8.78,100,50,4,4,,,22,9.5,,,,0.29,33.1,140,46.2,3.53,2.03,27.9,18.5,35.2,21.5,,,,113,11.2,,,,,,,,,,,,,,,31.4,
,100x50x5 RHS,,R,UK,Steel,-,10.8,100,50,5,5,,,17,7,,,,0.287,26.6,167,54.3,3.48,1.99,33.3,21.7,42.6,25.8,,,,135,13.7,,,,,,,,,,,,,,,36.9,
,100x50x6.3 RHS,,R,UK,Steel,-,13.3,100,50,6.3,6.3,,,12.9,4.94,,,,0.284,21.4,197,63,3.42,1.93,39.4,25.2,51.3,30.8,,,,160,16.9,,,,,,,,,,,,,,,42.9,
,100x50x7.1 RHS,,R,UK,Steel,-,14.7,100,50,7.1,7.1,,,11.1,4.04,,,,0.282,19.2,214,67.5,3.38,1.9,42.7,27,56.3,33.5,,,,173,18.7,,,,,,,,,,,,,,,46,
,100x50x8 RHS,,R,UK,Steel,-,16.3,100,50,8,8,,,9.5,3.25,,,,0.279,17.1,230,71.7,3.33,1.86,46,28.7,61.4,36.3,,,,186,20.8,,,,,,,,,,,,,,,48.9,
,100x50x8.8 RHS,,R,UK,Steel,-,17.6,100,50,8.8,8.8,,,8.36,2.68,,,,0.277,15.7,243,74.8,3.29,1.82,48.5,29.9,65.6,38.5,,,,197,22.5,,,,,,,,,,,,,,,51.1,
,100x50x10 RHS,,R,UK,Steel,-,19.6,100,50,10,10,,,7,2,,,,0.274,14,259,78.4,3.22,1.77,51.8,31.4,71.2,41.4,,,,209,24.9,,,,,,,,,,,,,,,53.6,
,100x60x3 RHS,,R,UK,Steel,-,7.18,100,60,3,3,,,30.3,17,,,,0.312,43.4,124,55.7,3.68,2.47,24.7,18.6,30.2,21.2,,,,121,9.14,,,,,,,,,,,,,,,30.7,
,100x60x3.2 RHS,,R,UK,Steel,-,7.63,100,60,3.2,3.2,,,28.3,15.7,,,,0.312,40.9,131,58.8,3.67,2.46,26.2,19.6,32,22.4,,,,129,9.72,,,,,,,,,,,,,,,32.4,
,100x60x3.6 RHS,,R,UK,Steel,-,8.53,100,60,3.6,3.6,,,24.8,13.7,,,,0.311,36.4,145,64.8,3.65,2.44,28.9,21.6,35.6,24.9,,,,142,10.9,,,,,,,,,,,,,,,35.6,
,100x60x4 RHS,,R,UK,Steel,-,9.41,100,60,4,4,,,22,12,,,,0.31,32.9,158,70.5,3.63,2.43,31.6,23.5,39.1,27.3,,,,156,12,,,,,,,,,,,,,,,38.7,
,100x60x5 RHS,,R,UK,Steel,-,11.6,100,60,5,5,,,17,9,,,,0.307,26.6,189,83.6,3.58,2.38,37.8,27.9,47.4,32.9,,,,188,14.7,,,,,,,,,,,,,,,45.9,
,100x60x6.3 RHS,,R,UK,Steel,-,14.2,100,60,6.3,6.3,,,12.9,6.52,,,,0.304,21.3,225,98.1,3.52,2.33,45,32.7,57.3,39.5,,,,224,18.1,,,,,,,,,,,,,,,53.8,
,100x60x7.1 RHS,,R,UK,Steel,-,15.8,100,60,7.1,7.1,,,11.1,5.45,,,,0.302,19.1,244,106,3.48,2.29,48.8,35.3,62.9,43.2,,,,245,20.2,,,,,,,,,,,,,,,58,
,100x60x8 RHS,,R,UK,Steel,-,17.5,100,60,8,8,,,9.5,4.5,,,,0.299,17,264,113,3.44,2.25,52.8,37.8,68.7,47.1,,,,265,22.4,,,,,,,,,,,,,,,62.2,
,100x60x8.8 RHS,,R,UK,Steel,-,19,100,60,8.8,8.8,,,8.36,3.82,,,,0.297,15.6,279,119,3.4,2.22,55.9,39.7,73.6,50.2,,,,282,24.2,,,,,,,,,,,,,,,65.4,
,100x60x10 RHS,,R,UK,Steel,-,21.1,100,60,10,10,,,7,3,,,,0.294,13.9,299,126,3.33,2.16,59.9,42.1,80.2,54.4,,,,304,26.9,,,,,,,,,,,,,,,69.3,
,120x60x3 RHS,,R,UK,Steel,-,8.12,120,60,3,3,,,37,17,,,,0.352,43.3,194,65.5,4.33,2.52,32.3,21.8,40,24.6,,,,156,10.3,,,,,,,,,,,,,,,37.2,
,120x60x3.2 RHS,,R,UK,Steel,-,8.64,120,60,3.2,3.2,,,34.5,15.7,,,,0.352,40.8,205,69.2,4.32,2.51,34.2,23.1,42.4,26.1,,,,165,11,,,,,,,,,,,,,,,39.2,
,120x60x3.6 RHS,,R,UK,Steel,-,9.66,120,60,3.6,3.6,,,30.3,13.7,,,,0.351,36.5,227,76.3,4.3,2.49,37.9,25.4,47.2,28.9,,,,183,12.3,,,,,,,,,,,,,,,43.3,
,120x60x4 RHS,,R,UK,Steel,-,10.7,120,60,4,4,,,27,12,,,,0.35,32.8,249,83.1,4.28,2.47,41.5,27.7,51.9,31.7,,,,201,13.6,,,,,,,,,,,,,,,47.1,
,120x60x5 RHS,,R,UK,Steel,-,13.1,120,60,5,5,,,21,9,,,,0.347,26.4,299,98.8,4.23,2.43,49.9,32.9,63.1,38.4,,,,242,16.7,,,,,,,,,,,,,,,56,
,120x60x6.3 RHS,,R,UK,Steel,-,16.2,120,60,6.3,6.3,,,16,6.52,,,,0.344,21.2,358,116,4.16,2.37,59.7,38.8,76.7,46.3,,,,290,20.7,,,,,,,,,,,,,,,65.9,
,120x60x7.1 RHS,,R,UK,Steel,-,18.1,120,60,7.1,7.1,,,13.9,5.45,,,,0.342,18.9,391,126,4.12,2.34,65.2,41.9,84.4,50.8,,,,317,23,,,,,,,,,,,,,,,71.3,
,120x60x8 RHS,,R,UK,Steel,-,20.1,120,60,8,8,,,12,4.5,,,,0.339,16.9,425,135,4.08,2.3,70.8,45,92.7,55.4,,,,344,25.6,,,,,,,,,,,,,,,76.6,
,120x60x8.8 RHS,,R,UK,Steel,-,21.8,120,60,8.8,8.8,,,10.6,3.82,,,,0.337,15.5,452,142,4.04,2.27,75.3,47.5,99.6,59.2,,,,366,27.8,,,,,,,,,,,,,,,80.8,
,120x60x10 RHS,,R,UK,Steel,-,24.3,120,60,10,10,,,9,3,,,,0.334,13.8,488,152,3.97,2.21,81.4,50.5,109,64.4,,,,396,30.9,,,,,,,,,,,,,,,86.1,
,120x60x12.5 RHS,,R,UK,Steel,-,29.1,120,60,12.5,12.5,,,6.6,1.8,,,,0.328,11.3,546,165,3.84,2.11,91.1,54.9,126,73.1,,,,442,37.1,,,,,,,,,,,,,,,93.8,
,120x80x3.6 RHS,,R,UK,Steel,-,10.8,120,80,3.6,3.6,,,30.3,19.2,,,,0.391,36.2,276,147,4.48,3.27,46,36.7,55.6,42,,,,301,13.7,,,,,,,,,,,,,,,59.5,
,120x80x4 RHS,,R,UK,Steel,-,11.9,120,80,4,4,,,27,17,,,,0.39,32.7,303,161,4.46,3.25,50.4,40.2,61.2,46.1,,,,330,15.2,,,,,,,,,,,,,,,65,
,120x80x5 RHS,,R,UK,Steel,-,14.7,120,80,5,5,,,21,13,,,,0.387,26.3,365,193,4.42,3.21,60.9,48.2,74.6,56.1,,,,401,18.7,,,,,,,,,,,,,,,77.9,
,120x80x6.3 RHS,,R,UK,Steel,-,18.2,120,80,6.3,6.3,,,16,9.7,,,,0.384,21.1,440,230,4.36,3.15,73.3,57.6,91,68.2,,,,487,23.2,,,,,,,,,,,,,,,92.9,
,120x80x7.1 RHS,,R,UK,Steel,-,20.3,120,80,7.1,7.1,,,13.9,8.27,,,,0.382,18.8,482,251,4.32,3.12,80.3,62.8,100,75.2,,,,535,25.8,,,,,,,,,,,,,,,101,
,120x80x8 RHS,,R,UK,Steel,-,22.6,120,80,8,8,,,12,7,,,,0.379,16.8,525,273,4.27,3.08,87.5,68.1,111,82.6,,,,587,28.8,,,,,,,,,,,,,,,110,
,120x80x8.8 RHS,,R,UK,Steel,-,24.5,120,80,8.8,8.8,,,10.6,6.09,,,,0.377,15.3,561,290,4.24,3.04,93.5,72.4,119,88.7,,,,629,31.3,,,,,,,,,,,,,,,117,
